accession_id	genome_size	tax_id	tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom
NC_032183.1	3023	1922696	Beihai sobemo-like virus 24								Viruses
NC_032194.1	8507	1922608	Beihai picorna-like virus 62								Viruses
NC_032226.1	9110	1922557	Beihai picorna-like virus 15								Viruses
NC_032240.1	2750	1923198	Hubei sobemo-like virus 13								Viruses
NC_032207.1	3936	1923194	Hubei sobemo-like virus 1								Viruses
NC_032221.1	8584	1923111	Hubei picorna-like virus 31								Viruses
NC_032245.1	13517	1922937	Hubei myriapoda virus 8	Myriapod mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032211.1	11177	1922931	Hubei myriapoda virus 2								Viruses
NC_032282.1	7545	1922903	Hubei lepidoptera virus 1	Lepidopteran hudovirus	Hudovirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032257.1	5114	1922903	Hubei lepidoptera virus 1	Lepidopteran hudovirus	Hudovirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032256.1	1254	1922903	Hubei lepidoptera virus 1	Lepidopteran hudovirus	Hudovirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032280.1	6947	1922885	Hubei diptera virus 4	Dipteran hudivirus	Hudivirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032278.1	4186	1922885	Hubei diptera virus 4	Dipteran hudivirus	Hudivirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032279.1	1236	1922885	Hubei diptera virus 4	Dipteran hudivirus	Hudivirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032255.1	112536	262175	Plodia interpunctella granulovirus		Betabaculovirus	Baculoviridae					Viruses
NC_032184.1	2782	1923242	Hubei sobemo-like virus 9								Viruses
NC_032197.1	3250	1923238	Hubei sobemo-like virus 5								Viruses
NC_032195.1	2642	1923234	Hubei sobemo-like virus 46								Viruses
NC_032243.1	2791	1923230	Hubei sobemo-like virus 42								Viruses
NC_032239.1	2585	1923224	Hubei sobemo-like virus 37								Viruses
NC_032227.1	3057	1923220	Hubei sobemo-like virus 33								Viruses
NC_032217.1	5221	1923216	Hubei sobemo-like virus 3								Viruses
NC_032178.1	3211	1923212	Hubei sobemo-like virus 26								Viruses
NC_032254.1	3076	1923208	Hubei sobemo-like virus 22								Viruses
NC_032177.1	3226	1923203	Hubei sobemo-like virus 18								Viruses
NC_032193.1	2729	1922698	Beihai sobemo-like virus 26								Viruses
NC_032204.1	4902	1922681	Beihai sobemo-like virus 10								Viruses
NC_032249.1	9214	1922617	Beihai picorna-like virus 70								Viruses
NC_032206.1	8955	1922578	Beihai picorna-like virus 35								Viruses
NC_032185.1	3168	1922483	Beihai noda-like virus 29								Viruses
NC_032252.1	2566	1923199	Hubei sobemo-like virus 14								Viruses
NC_032199.1	2850	1923195	Hubei sobemo-like virus 10								Viruses
NC_032209.1	10188	1923127	Hubei picorna-like virus 46								Viruses
NC_032225.1	2252	1922948	Hubei narna-like virus 18								Viruses
NC_032180.1	10892	1922932	Hubei myriapoda virus 3								Viruses
NC_032264.1	4104	1922905	Hubei lepidoptera virus 3								Viruses
NC_032263.1	877	1922905	Hubei lepidoptera virus 3								Viruses
NC_032259.1	3739	1922905	Hubei lepidoptera virus 3								Viruses
NC_032258.1	3695	1922905	Hubei lepidoptera virus 3								Viruses
NC_032265.1	3292	1922905	Hubei lepidoptera virus 3								Viruses
NC_032260.1	2752	1922905	Hubei lepidoptera virus 3								Viruses
NC_032261.1	1896	1922905	Hubei lepidoptera virus 3								Viruses
NC_032266.1	1814	1922905	Hubei lepidoptera virus 3								Viruses
NC_032262.1	1255	1922905	Hubei lepidoptera virus 3								Viruses
NC_032267.1	1090	1922905	Hubei lepidoptera virus 3								Viruses
NC_032276.1	6974	1922886	Hubei diptera virus 5	Dipteran phasivirus	Phasivirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032277.1	4318	1922886	Hubei diptera virus 5	Dipteran phasivirus	Phasivirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032281.1	1579	1922886	Hubei diptera virus 5	Dipteran phasivirus	Phasivirus	Phenuiviridae	Bunyavirales	Ellioviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032179.1	8729	1922782	Changjiang picorna-like virus 1								Viruses
NC_032268.1	3176	1923248	Hubei tetragnatha maxillosa virus 6								Viruses
NC_032269.1	1464	1923248	Hubei tetragnatha maxillosa virus 6								Viruses
NC_032190.1	2892	1923239	Hubei sobemo-like virus 6								Viruses
NC_032191.1	2721	1923235	Hubei sobemo-like virus 47								Viruses
NC_032173.1	2645	1923231	Hubei sobemo-like virus 43								Viruses
NC_032247.1	2768	1923225	Hubei sobemo-like virus 38								Viruses
NC_032200.1	3342	1923221	Hubei sobemo-like virus 34								Viruses
NC_032235.1	3215	1923217	Hubei sobemo-like virus 30								Viruses
NC_032228.1	3344	1923213	Hubei sobemo-like virus 27								Viruses
NC_032250.1	3119	1923209	Hubei sobemo-like virus 23								Viruses
NC_032176.1	3252	1923204	Hubei sobemo-like virus 19								Viruses
NC_032202.1	5201	1922725	Beihai tombus-like virus 4								Viruses
NC_032220.1	3570	1922685	Beihai sobemo-like virus 14								Viruses
NC_032205.1	9107	1922620	Beihai picorna-like virus 73								Viruses
NC_032181.1	8943	1922587	Beihai picorna-like virus 43								Viruses
NC_032244.1	4491	1922487	Beihai noda-like virus 5								Viruses
NC_032403.1	8518	1923369	Sanxia picorna-like virus 12								Viruses
NC_032413.1	7382	1922359	Beihai barnacle virus 15								Viruses
NC_032439.1	6856	1922353	Beihai astro-like virus								Viruses
NC_032426.1	5547	1906170	Bastrovirus-like_virus/VietNam/Bat/17819_21			Astroviridae	Stellavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032404.1	3244	1922450	Beihai narna-like virus 22								Viruses
NC_032518.1	1697	1922356	Beihai barnacle virus 12								Viruses
NC_032519.1	1580	1922356	Beihai barnacle virus 12								Viruses
NC_032437.1	11540	1922352	Beihai anemone virus 1								Viruses
NC_032442.1	9154	1922360	Beihai barnacle virus 2								Viruses
NC_032428.1	2953	1922354	Beihai barnacle virus 10								Viruses
NC_032496.1	20278	1922350	Beihai Nido-like virus 1	Turrinivirus 1	Turrinivirus	Medioniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032423.1	6009	1906173	Bastrovirus/VietNam/Porcine/17489_85			Astroviridae	Stellavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032448.1	2785	1922440	Beihai narna-like virus 13								Viruses
NC_032470.1	2584	1922436	Beihai narna-like virus 1								Viruses
NC_032464.1	10177	1922431	Beihai mantis shrimp virus 4								Viruses
NC_032476.1	9925	1922393	Beihai hypo-like virus 1			Hypoviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032454.1	2544	1922439	Beihai narna-like virus 12								Viruses
NC_032481.1	9054	1922435	Beihai mollusks virus 2								Viruses
NC_032441.1	9599	1922430	Beihai mantis shrimp virus 3								Viruses
NC_032521.1	3507	1922392	Beihai horseshoe crab virus 1								Viruses
NC_032522.1	1656	1922392	Beihai horseshoe crab virus 1								Viruses
NC_032477.1	10128	1922386	Beihai hepe-like virus 9								Viruses
NC_032414.1	6877	1922378	Wenling chuvirus-like virus 2								Viruses
NC_032488.1	12469	1922368	Beihai blue swimmer crab virus 1								Viruses
NC_032446.1	7612	1922362	Beihai barnacle virus 4								Viruses
NC_032498.1	2033	1922524	Beihai picobirna-like virus 7								Viruses
NC_032502.1	1564	1922524	Beihai picobirna-like virus 7								Viruses
NC_032494.1	9528	1922497	Beihai paphia shell virus 2								Viruses
NC_032525.1	3105	1922464	Beihai noda-like virus 11								Viruses
NC_032526.1	1264	1922464	Beihai noda-like virus 11								Viruses
NC_032460.1	2687	1922456	Beihai narna-like virus 4								Viruses
NC_032457.1	3610	1922451	Beihai narna-like virus 23								Viruses
NC_032421.1	4198	1922446	Beihai narna-like virus 19								Viruses
NC_032411.1	2962	1922442	Beihai narna-like virus 15								Viruses
NC_032483.1	11374	1923760	Xingshan nematode virus 1								Viruses
NC_032420.1	9997	1923654	Wenzhou shrimp virus 7								Viruses
NC_032438.1	12384	1923463	Shayang virga-like virus 1								Viruses
NC_032422.1	9324	1923409	Shahe arthropod virus 1								Viruses
NC_032424.1	7198	1923307	Hubei toti-like virus 19								Viruses
NC_032433.1	5991	1547219	Lake Sinai virus		Sinaivirus	Sinhaliviridae	Nodamuvirales	Magsaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_032467.1	3950	1922438	Beihai narna-like virus 11								Viruses
NC_032523.1	3209	1922433	Beihai mantis shrimp virus 6								Viruses
NC_032524.1	1444	1922433	Beihai mantis shrimp virus 6								Viruses
NC_032447.1	11959	1922429	Beihai mantis shrimp virus 2								Viruses
NC_032490.1	29385	1922391	Beihai hermit crab virus 4	Paguronivirus 1	Paguronivirus	Euroniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032456.1	10084	1922385	Beihai hepe-like virus 8								Viruses
NC_032409.1	6589	1922377	Wenling chuvirus-like virus 1								Viruses
NC_032427.1	11058	1922367	Beihai barnacle virus 9	Barnacle mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032455.1	2328	1923278	Hubei tombus-like virus 30								Viruses
NC_032500.1	1664	1922504	Beihai partiti-like virus 2								Viruses
NC_032501.1	1602	1922504	Beihai partiti-like virus 2								Viruses
NC_032478.1	9974	1922496	Beihai paphia shell virus 1								Viruses
NC_032486.1	4035	1922461	Beihai narna-like virus 9								Viruses
NC_032408.1	2816	1922455	Beihai narna-like virus 3								Viruses
NC_032406.1	3537	1922449	Beihai narna-like virus 21								Viruses
NC_032485.1	3761	1922445	Beihai narna-like virus 18								Viruses
NC_032416.1	3003	1922441	Beihai narna-like virus 14								Viruses
NC_032514.1	11209	1923744	Wuhan pillworm virus 1								Viruses
NC_032515.1	5269	1923744	Wuhan pillworm virus 1								Viruses
NC_032516.1	4365	1923744	Wuhan pillworm virus 1								Viruses
NC_032473.1	8452	1923615	Wenzhou picorna-like virus 3								Viruses
NC_032436.1	8675	1923451	Shahe picorna-like virus 8								Viruses
NC_032471.1	3705	1923399	Sanxia water strider virus 15								Viruses
NC_032431.1	5516	1923285	Hubei tombus-like virus 37								Viruses
NC_032459.1	9888	1922388	Beihai hermit crab virus 1								Viruses
NC_032407.1	8175	1922379	Beihai echinoderm virus 1								Viruses
NC_032465.1	4998	1922370	Beihai blue swimmer crab virus 3								Viruses
NC_032432.1	11112	1922365	Beihai barnacle virus 7								Viruses
NC_032503.1	1924	1922525	Beihai picobirna-like virus 8								Viruses
NC_032499.1	1534	1922525	Beihai picobirna-like virus 8								Viruses
NC_032493.1	9521	1922498	Beihai paphia shell virus 3								Viruses
NC_032469.1	9211	1922492	Beihai octopus virus 1								Viruses
NC_032452.1	2881	1922458	Beihai narna-like virus 6								Viruses
NC_032450.1	2677	1922452	Beihai narna-like virus 24								Viruses
NC_032466.1	2624	1922447	Beihai narna-like virus 2								Viruses
NC_032415.1	2417	1922443	Beihai narna-like virus 16								Viruses
NC_032491.1	3226	1923779	Zhejiang mosquito virus 3								Viruses
NC_032462.1	8000	1923680	Wenzhou toti-like virus 1								Viruses
NC_032429.1	10000	1923530	Wenling picorna-like virus 2								Viruses
NC_032435.1	9893	1923418	Shahe heteroptera virus 2								Viruses
NC_032472.1	11189	1923333	Hubei virga-like virus 18								Viruses
NC_032419.1	3477	1923280	Hubei tombus-like virus 32								Viruses
NC_032444.1	11035	1922361	Beihai barnacle virus 3								Viruses
NC_032520.1	3086	1922355	Beihai barnacle virus 11								Viruses
NC_032517.1	1404	1922355	Beihai barnacle virus 11								Viruses
NC_032492.1	24648	1922351	Beihai Nido-like virus 2	Charybnivirus 1	Charybnivirus	Euroniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032484.1	5818	1906175	Bastrovirus/VietNam/Rat/16715_10	Bastrovirus BAS-3		Astroviridae	Stellavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032405.1	4044	1930269	Bermuda grass latent virus		Panicovirus	Tombusviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_032463.1	4282	1922437	Beihai narna-like virus 10								Viruses
NC_032434.1	10256	1922432	Beihai mantis shrimp virus 5								Viruses
NC_032445.1	10973	1922428	Beihai mantis shrimp virus 1								Viruses
NC_032417.1	12996	1922390	Beihai hermit crab virus 3	Hermit mivirus	Mivirus	Chuviridae	Jingchuvirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032451.1	10817	1922381	Beihai hepe-like virus 10								Viruses
NC_032449.1	6969	1922376	Beihai charybdis crab virus 1								Viruses
NC_032430.1	12395	1922366	Beihai barnacle virus 8	Barnacle hexartovirus	Hexartovirus	Artoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032453.1	4401	1923262	Hubei tombus-like virus 16								Viruses
NC_032495.1	9840	1922499	Beihai paphia shell virus 4								Viruses
NC_032482.1	9973	1922493	Beihai octopus virus 2								Viruses
NC_032461.1	3906	1922460	Beihai narna-like virus 8								Viruses
NC_032410.1	2317	1922454	Beihai narna-like virus 26								Viruses
NC_032468.1	3790	1922448	Beihai narna-like virus 20								Viruses
NC_032497.1	4527	1922444	Beihai narna-like virus 17								Viruses
NC_032440.1	2629	1923780	narna-like virus 6								Viruses
NC_032504.1	4470	1923703	Wuhan heteroptera virus 3								Viruses
NC_032513.1	1595	1923703	Wuhan heteroptera virus 3								Viruses
NC_032510.1	4004	1923703	Wuhan heteroptera virus 3								Viruses
NC_032505.1	3732	1923703	Wuhan heteroptera virus 3								Viruses
NC_032506.1	3425	1923703	Wuhan heteroptera virus 3								Viruses
NC_032511.1	3085	1923703	Wuhan heteroptera virus 3								Viruses
NC_032507.1	2651	1923703	Wuhan heteroptera virus 3								Viruses
NC_032512.1	2567	1923703	Wuhan heteroptera virus 3								Viruses
NC_032508.1	2274	1923703	Wuhan heteroptera virus 3								Viruses
NC_032509.1	1763	1923703	Wuhan heteroptera virus 3								Viruses
NC_032487.1	4234	1923579	Wenzhou narna-like virus 4								Viruses
NC_032443.1	4371	1923425	Shahe isopoda virus 5								Viruses
NC_032474.1	4557	1923391	Sanxia tombus-like virus 7								Viruses
NC_032425.1	5703	1923282	Hubei tombus-like virus 34								Viruses
NC_032534.1	8870	1922661	Beihai sesarmid crab virus 1								Viruses
NC_032624.1	9751	1922657	Beihai sea slater virus 1								Viruses
NC_032558.1	12016	1922652	Beihai rhabdo-like virus 2	Woodlouse peropuvirus	Peropuvirus	Artoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032588.1	10613	1922639	Beihai picorna-like virus 93								Viruses
NC_032644.1	11435	1922634	Beihai picorna-like virus 87								Viruses
NC_032642.1	9386	1922630	Beihai picorna-like virus 82								Viruses
NC_032600.1	9352	1922626	Beihai picorna-like virus 79								Viruses
NC_032608.1	9502	1922619	Beihai picorna-like virus 72								Viruses
NC_032577.1	7826	1922614	Beihai picorna-like virus 68								Viruses
NC_032530.1	8647	1922610	Beihai picorna-like virus 64								Viruses
NC_032630.1	8839	1922561	Beihai picorna-like virus 19								Viruses
NC_032612.1	9234	1922556	Beihai picorna-like virus 14								Viruses
NC_032631.1	7981	1922551	Beihai picorna-like virus 122								Viruses
NC_032566.1	8045	1922666	Beihai sesarmid crab virus 7								Viruses
NC_032536.1	6969	1922659	Beihai sea slater virus 3								Viruses
NC_032544.1	9404	1922655	Beihai rhabdo-like virus 5	Echinoderm berhavirus	Berhavirus	Nyamiviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032540.1	7927	1922648	Beihai razor shell virus 4								Viruses
NC_032595.1	9632	1922637	Beihai picorna-like virus 90								Viruses
NC_032580.1	8143	1922632	Beihai picorna-like virus 84								Viruses
NC_032582.1	7927	1922628	Beihai picorna-like virus 80								Viruses
NC_032529.1	10108	1922622	Beihai picorna-like virus 75								Viruses
NC_032552.1	9338	1922616	Beihai picorna-like virus 7								Viruses
NC_032621.1	9233	1922612	Beihai picorna-like virus 66								Viruses
NC_032632.1	10091	1922563	Beihai picorna-like virus 20								Viruses
NC_032613.1	8733	1922559	Beihai picorna-like virus 17								Viruses
NC_032592.1	8221	1922553	Beihai picorna-like virus 124								Viruses
NC_032574.1	9928	1922549	Beihai picorna-like virus 120								Viruses
NC_032635.1	10897	1922545	Beihai picorna-like virus 116								Viruses
NC_032571.1	10676	1922541	Beihai picorna-like virus 112								Viruses
NC_032583.1	13842	1922536	Beihai picorna-like virus 108								Viruses
NC_032601.1	6729	1922532	Beihai picorna-like virus 104								Viruses
NC_032542.1	9416	1922605	Beihai picorna-like virus 6								Viruses
NC_032567.1	12483	1922660	Beihai sea slater virus 4								Viruses
NC_032541.1	9663	1922656	Beihai rhabdo-like virus 6	Beihai crustavirus	Crustavirus	Nyamiviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032555.1	10551	1922651	Beihai rhabdo-like virus 1	Beihai peropuvirus	Peropuvirus	Artoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032638.1	9364	1922638	Beihai picorna-like virus 91								Viruses
NC_032610.1	9188	1922633	Beihai picorna-like virus 85								Viruses
NC_032584.1	7822	1922629	Beihai picorna-like virus 81								Viruses
NC_032551.1	8729	1922624	Beihai picorna-like virus 77								Viruses
NC_032562.1	9348	1922618	Beihai picorna-like virus 71								Viruses
NC_032626.1	10121	1922613	Beihai picorna-like virus 67								Viruses
NC_032590.1	8334	1922609	Beihai picorna-like virus 63								Viruses
NC_032569.1	9186	1922560	Beihai picorna-like virus 18								Viruses
NC_032611.1	8546	1922554	Beihai picorna-like virus 125								Viruses
NC_032625.1	8621	1922550	Beihai picorna-like virus 121								Viruses
NC_032533.1	9450	1922546	Beihai picorna-like virus 117								Viruses
NC_032559.1	10929	1922542	Beihai picorna-like virus 113								Viruses
NC_032629.1	9245	1922538	Beihai picorna-like virus 11								Viruses
NC_032604.1	8854	1922533	Beihai picorna-like virus 105								Viruses
NC_032546.1	8818	1922606	Beihai picorna-like virus 60								Viruses
NC_032548.1	8697	1922600	Beihai picorna-like virus 55								Viruses
NC_032591.1	7599	1922595	Beihai picorna-like virus 50								Viruses
NC_032560.1	8702	1922646	Beihai razor shell virus 2								Viruses
NC_032585.1	8407	1922593	Beihai picorna-like virus 49								Viruses
NC_032641.1	8351	1922662	Beihai sesarmid crab virus 2								Viruses
NC_032622.1	12772	1922658	Beihai sea slater virus 2								Viruses
NC_032543.1	10714	1922654	Beihai rhabdo-like virus 4	Beihai berhavirus	Berhavirus	Nyamiviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_032570.1	4376	1922647	Beihai razor shell virus 3								Viruses
NC_032597.1	8677	1922636	Beihai picorna-like virus 9								Viruses
NC_032598.1	9953	1922631	Beihai picorna-like virus 83								Viruses
NC_032549.1	9273	1922627	Beihai picorna-like virus 8								Viruses
NC_032614.1	8658	1922621	Beihai picorna-like virus 74								Viruses
NC_032578.1	8407	1922615	Beihai picorna-like virus 69								Viruses
NC_032634.1	8918	1922611	Beihai picorna-like virus 65								Viruses
NC_032537.1	9983	1922562	Beihai picorna-like virus 2								Viruses
NC_032607.1	8466	1922558	Beihai picorna-like virus 16								Viruses
NC_032602.1	10608	1922552	Beihai picorna-like virus 123								Viruses
NC_032532.1	10859	1922548	Beihai picorna-like virus 119								Viruses
NC_032618.1	10456	1922544	Beihai picorna-like virus 115								Viruses
NC_032568.1	9484	1922540	Beihai picorna-like virus 111								Viruses
NC_032605.1	9029	1922547	Beihai picorna-like virus 118								Viruses
NC_032633.1	10342	1922543	Beihai picorna-like virus 114								Viruses
NC_032564.1	9780	1922539	Beihai picorna-like virus 110								Viruses
NC_032627.1	9396	1922534	Beihai picorna-like virus 106								Viruses
NC_032556.1	9113	1922607	Beihai picorna-like virus 61								Viruses
NC_032637.1	10546	1922601	Beihai picorna-like virus 56								Viruses
NC_032640.1	10149	1922596	Beihai picorna-like virus 51								Viruses
NC_032587.1	9149	1922527	Beihai picorna-like virus 1								Viruses
NC_032581.1	9323	1922641	Beihai picorna-like virus 96								Viruses
NC_032599.1	9153	1922590	Beihai picorna-like virus 46								Viruses
NC_032643.1	9261	1922585	Beihai picorna-like virus 41								Viruses
NC_032639.1	8887	1922576	Beihai picorna-like virus 33								Viruses
NC_032547.1	9410	1922570	Beihai picorna-like virus 27								Viruses
NC_032575.1	5074	1922682	Beihai sobemo-like virus 11								Viruses
NC_032596.1	8487	1922676	Beihai sipunculid worm virus 4								Viruses
NC_032647.1	2904	1922672	Beihai shrimp virus 6								Viruses
NC_032648.1	1628	1922672	Beihai shrimp virus 6								Viruses
NC_032579.1	11457	1922667	Beihai shrimp virus 1								Viruses
NC_032563.1	10040	1922599	Beihai picorna-like virus 54								Viruses
NC_032589.1	7349	1922529	Beihai picorna-like virus 101								Viruses
NC_032593.1	8628	1922645	Beihai razor shell virus 1								Viruses
NC_032606.1	9382	1922592	Beihai picorna-like virus 48								Viruses
NC_032553.1	8711	1922588	Beihai picorna-like virus 44								Viruses
NC_032619.1	9376	1922583	Beihai picorna-like virus 4								Viruses
NC_032550.1	9460	1922573	Beihai picorna-like virus 30								Viruses
NC_032636.1	9176	1922566	Beihai picorna-like virus 23								Viruses
NC_032616.1	8923	1922678	Beihai sipunculid worm virus 6			Hypoviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_032554.1	9395	1922674	Beihai sipunculid worm virus 2								Viruses
NC_032561.1	3675	1922670	Beihai shrimp virus 4								Viruses
NC_032603.1	6098	1922589	Beihai picorna-like virus 45								Viruses
NC_032535.1	6214	1922584	Beihai picorna-like virus 40								Viruses
NC_032545.1	6040	1922575	Beihai picorna-like virus 32								Viruses
NC_032615.1	9665	1922567	Beihai picorna-like virus 24								Viruses
NC_032586.1	4797	1922680	Beihai sobemo-like virus 1								Viruses
NC_032609.1	9110	1922675	Beihai sipunculid worm virus 3								Viruses
NC_032645.1	3886	1922671	Beihai shrimp virus 5								Viruses
NC_032646.1	1545	1922671	Beihai shrimp virus 5								Viruses
NC_032617.1	8626	1922535	Beihai picorna-like virus 107								Viruses
NC_032576.1	7273	1922530	Beihai picorna-like virus 102								Viruses
NC_032573.1	8411	1922603	Beihai picorna-like virus 58								Viruses
NC_032557.1	10278	1922597	Beihai picorna-like virus 52								Viruses
NC_032539.1	9895	1922528	Beihai picorna-like virus 100								Viruses
NC_032628.1	6503	1922644	Beihai picorna-like virus 99								Viruses
NC_032531.1	8920	1922591	Beihai picorna-like virus 47								Viruses
NC_032528.1	9166	1922586	Beihai picorna-like virus 42								Viruses
NC_032572.1	9206	1922582	Beihai picorna-like virus 39								Viruses
NC_032620.1	9559	1922571	Beihai picorna-like virus 28								Viruses
NC_032623.1	8817	1922564	Beihai picorna-like virus 21								Viruses
NC_032565.1	12524	1922677	Beihai sipunculid worm virus 5								Viruses
NC_032538.1	8879	1922673	Beihai sipunculid worm virus 1								Viruses
NC_032594.1	10355	1922668	Beihai shrimp virus 2								Viruses
NC_032682.1	1724	1755290	Indian encephalitis associated cyclovirus	Human associated cyclovirus 12	Cyclovirus	Circoviridae	Cirlivirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_032681.1	11379	1930825	Tai Forest alphavirus		Alphavirus	Togaviridae	Martellivirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_033138.1	2961	1923660	Wenzhou sobemo-like virus 4								Viruses
NC_033300.1	2685	1923656	Wenzhou shrimp virus 9								Viruses
NC_033295.1	1924	1923656	Wenzhou shrimp virus 9								Viruses
NC_032989.1	8636	1923651	Wenzhou shrimp virus 4								Viruses
NC_032728.1	10845	1930920	Adelphocoris suturalis virus								Viruses
NC_033217.1	2613	1923271	Hubei tombus-like virus 24								Viruses
NC_032965.1	5510	1923266	Hubei tombus-like virus 2								Viruses
NC_033000.1	8382	1923100	Hubei picorna-like virus 20								Viruses
NC_033116.1	8961	1923161	Hubei picorna-like virus 77								Viruses
NC_032797.1	10912	1923157	Hubei picorna-like virus 73								Viruses
NC_033219.1	9614	1923153	Hubei picorna-like virus 7								Viruses
NC_033127.1	8941	1923148	Hubei picorna-like virus 65								Viruses
NC_033003.1	8681	1923144	Hubei picorna-like virus 61								Viruses
NC_033157.1	9145	1923140	Hubei picorna-like virus 58								Viruses
NC_032899.1	13389	1923135	Hubei picorna-like virus 53								Viruses
NC_032813.1	3717	1923263	Hubei tombus-like virus 17								Viruses
NC_032853.1	2495	1923258	Hubei tombus-like virus 12								Viruses
NC_032751.1	9177	1923254	Hubei tick virus 3								Viruses
NC_032735.1	19864	1923249	Hubei tetragnatha maxillosa virus 7								Viruses
NC_033094.1	9763	1923244	Hubei tetragnatha maxillosa virus 2								Viruses
NC_032783.1	10003	1923188	Hubei rhabdo-like virus 4	Hubei hubramonavirus	Hubramonavirus	Mymonaviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_033229.1	6083	1923170	Hubei polero-like virus 2								Viruses
NC_033275.1	2464	1932006	Chicken associated smacovirus		Huchismacovirus	Smacoviridae	Cremevirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_032729.1	3970	1930921	Nesidiocoris tenuis virus								Viruses
NC_033128.1	2841	1923659	Wenzhou sobemo-like virus 3								Viruses
NC_032852.1	10445	1923655	Wenzhou shrimp virus 8								Viruses
NC_032784.1	10472	1923650	Wenzhou shrimp virus 3								Viruses
NC_033067.1	9171	1923646	Wenzhou picorna-like virus 9								Viruses
NC_033163.1	9388	1923641	Wenzhou picorna-like virus 53								Viruses
NC_032900.1	8916	1923636	Wenzhou picorna-like virus 49								Viruses
NC_033051.1	9581	1923632	Wenzhou picorna-like virus 45								Viruses
NC_032933.1	7966	1923628	Wenzhou picorna-like virus 41								Viruses
NC_033001.1	9763	1923623	Wenzhou picorna-like virus 37								Viruses
NC_033083.1	9319	1923618	Wenzhou picorna-like virus 32								Viruses
NC_032837.1	8091	1923612	Wenzhou picorna-like virus 27								Viruses
NC_032873.1	9223	1923608	Wenzhou picorna-like virus 23								Viruses
NC_033150.1	8235	1923634	Wenzhou picorna-like virus 47								Viruses
NC_033107.1	7396	1923630	Wenzhou picorna-like virus 43								Viruses
NC_033151.1	9345	1923626	Wenzhou picorna-like virus 4								Viruses
NC_032969.1	9865	1923621	Wenzhou picorna-like virus 35								Viruses
NC_032908.1	9463	1923614	Wenzhou picorna-like virus 29								Viruses
NC_032943.1	8464	1923610	Wenzhou picorna-like virus 25								Viruses
NC_033010.1	7620	1923606	Wenzhou picorna-like virus 21								Viruses
NC_032847.1	6682	1923602	Wenzhou picorna-like virus 18								Viruses
NC_033223.1	8951	1923598	Wenzhou picorna-like virus 14								Viruses
NC_032981.1	9142	1923594	Wenzhou picorna-like virus 10								Viruses
NC_033144.1	3206	1923582	Wenzhou narna-like virus 7								Viruses
